Date : 2026-04-02 20:58:16
Directory : c:\Users\dell\Documents\AqwaValley
Total : 389 files,  197079 codes, 3340 comments, 12162 blanks, all 212581 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\dell\Documents\AqwaValley\sentry.edge.config.ts                                                                             | TypeScript         |          7 |          8 |          6 |         21 |
| c:\Users\dell\Documents\AqwaValley\sentry.server.config.ts                                                                           | TypeScript         |          7 |          7 |          6 |         20 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\ai\ai-contracts.test.ts                                                             | TypeScript         |         87 |          2 |         13 |        102 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\auth\role-scope-enforcement.test.ts                                                 | TypeScript         |        274 |         88 |         65 |        427 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\email\email-notification-contracts.test.ts                                          | TypeScript         |         54 |          2 |         11 |         67 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\fao56\fao56-et0-calculation.test.ts                                                 | TypeScript         |        143 |        103 |         43 |        289 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\forecast\forecast-plausibility-contract.test.ts                                     | TypeScript         |         58 |          2 |         12 |         72 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\ingest\duplicate-reading-idempotency.test.ts                                        | TypeScript         |        182 |         56 |         45 |        283 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\ingest\ingest-authorization-scope.test.ts                                           | TypeScript         |        279 |         50 |         45 |        374 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\db\audit-immutability.test.ts                                           | TypeScript         |         60 |          2 |         11 |         73 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\db\demo-cron-isolation.test.ts                                          | TypeScript         |         61 |          2 |         11 |         74 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\db\timescale-aggregation.test.ts                                        | TypeScript         |         35 |          0 |          7 |         42 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\services\ingest-orchestration.test.ts                                   | TypeScript         |        143 |          0 |         36 |        179 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\services\quota-decision.test.ts                                         | TypeScript         |        158 |          0 |         24 |        182 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\quota\quota-hard-block-boundary.test.ts                                             | TypeScript         |        166 |         34 |         34 |        234 |
| c:\Users\dell\Documents\AqwaValley\src\__tests__\reporting\reporting-contracts.test.ts                                               | TypeScript         |        136 |          2 |         14 |        152 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\AiNeuralPulse.tsx                                         | TypeScript JSX     |         58 |          5 |         13 |         76 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\AiPlanClient.tsx                                          | TypeScript JSX     |        611 |         38 |         65 |        714 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\PlanHistorySection.tsx                                    | TypeScript JSX     |        133 |          0 |         15 |        148 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\loading.tsx                                                           | TypeScript JSX     |         36 |          3 |          6 |         45 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\page.tsx                                                              | TypeScript JSX     |         39 |          6 |          7 |         52 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\crop-history-table.tsx                                      | TypeScript JSX     |         96 |          0 |          6 |        102 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\crop-profile-form.tsx                                       | TypeScript JSX     |        211 |          6 |         21 |        238 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\water-req-card.tsx                                          | TypeScript JSX     |         93 |          0 |          5 |         98 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\loading.tsx                                                             | TypeScript JSX     |         13 |          0 |          1 |         14 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\page.tsx                                                                | TypeScript JSX     |         66 |          3 |          9 |         78 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\AiRecommendationCard.tsx                                | TypeScript JSX     |         58 |          1 |          5 |         64 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\KpiCards.tsx                                            | TypeScript JSX     |        166 |          4 |          9 |        179 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\QuotaBarCard.tsx                                        | TypeScript JSX     |        102 |          3 |          9 |        114 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\SoilHumidityCard.tsx                                    | TypeScript JSX     |         48 |          0 |          4 |         52 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\WeeklyTrendCard.tsx                                     | TypeScript JSX     |        122 |          1 |          8 |        131 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\loading.tsx                                                         | TypeScript JSX     |         26 |          4 |          6 |         36 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\page.tsx                                                            | TypeScript JSX     |        162 |         11 |         21 |        194 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\_components\history-chart.tsx                                         | TypeScript JSX     |        119 |          0 |          8 |        127 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\_components\irrigation-history-table.tsx                              | TypeScript JSX     |        194 |          2 |          7 |        203 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\loading.tsx                                                           | TypeScript JSX     |         66 |          3 |          3 |         72 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\page.tsx                                                              | TypeScript JSX     |        111 |          8 |         14 |        133 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\_components\IrrigateClient.tsx                                       | TypeScript JSX     |        556 |         30 |         54 |        640 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\loading.tsx                                                          | TypeScript JSX     |         41 |          3 |          3 |         47 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\page.tsx                                                             | TypeScript JSX     |         59 |          0 |          8 |         67 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-history-table.tsx                                     | TypeScript JSX     |         98 |          1 |          8 |        107 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-kpis.tsx                                              | TypeScript JSX     |         97 |          0 |          5 |        102 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-usage-chart.tsx                                       | TypeScript JSX     |        155 |          3 |         13 |        171 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\loading.tsx                                                             | TypeScript JSX     |         91 |          6 |          5 |        102 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\page.tsx                                                                | TypeScript JSX     |        123 |          9 |         14 |        146 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\refresh-button.tsx                                           | TypeScript JSX     |         22 |          0 |          3 |         25 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-composition-card.tsx                                    | TypeScript JSX     |         43 |          0 |          5 |         48 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-gauge.tsx                                               | TypeScript JSX     |         69 |          0 |          7 |         76 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-moisture-chart.tsx                                      | TypeScript JSX     |         97 |          0 |          3 |        100 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\page.tsx                                                                 | TypeScript JSX     |        170 |          8 |         20 |        198 |
| c:\Users\dell\Documents\AqwaValley\src\app\(farm)\layout.tsx                                                                         | TypeScript JSX     |         67 |         13 |          8 |         88 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\_components\AlertsTable.tsx                                                  | TypeScript JSX     |        262 |         17 |         22 |        301 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\loading.tsx                                                                  | TypeScript JSX     |         49 |          4 |          5 |         58 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\page.tsx                                                                     | TypeScript JSX     |         63 |          3 |          9 |         75 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\ChartsContainer.tsx                                           | TypeScript JSX     |         73 |          5 |         15 |         93 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\CurrentDate.tsx                                               | TypeScript JSX     |         18 |          2 |          6 |         26 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DemoAlertButton.tsx                                           | TypeScript JSX     |        145 |          3 |         21 |        169 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DistrictMap.tsx                                               | TypeScript JSX     |         61 |          1 |          8 |         70 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\KpiCards.tsx                                                  | TypeScript JSX     |         90 |          4 |         13 |        107 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\alerts.tsx                                                    | TypeScript JSX     |        109 |          0 |          7 |        116 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\charts.tsx                                                    | TypeScript JSX     |        140 |          2 |          9 |        151 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\map-client.tsx                                                | TypeScript JSX     |         32 |          0 |          5 |         37 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\error.tsx                                                                 | TypeScript JSX     |         32 |          1 |          4 |         37 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\loading.tsx                                                               | TypeScript JSX     |         21 |          0 |          3 |         24 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\page.tsx                                                                  | TypeScript JSX     |         61 |          4 |          6 |         71 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\ConsumerTypeChart.tsx                                      | TypeScript JSX     |        102 |          4 |          9 |        115 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\DistributionPageClient.tsx                                 | TypeScript JSX     |        463 |         12 |         22 |        497 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\loading.tsx                                                            | TypeScript JSX     |         25 |          5 |          6 |         36 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\page.tsx                                                               | TypeScript JSX     |        125 |         12 |         23 |        160 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\district-card.tsx                                             | TypeScript JSX     |        106 |          3 |          9 |        118 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\scroll-to-hash.tsx                                            | TypeScript JSX     |         18 |          1 |          6 |         25 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\well-status-card.tsx                                          | TypeScript JSX     |         67 |          4 |          7 |         78 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\loading.tsx                                                               | TypeScript JSX     |         18 |          0 |          1 |         19 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\page.tsx                                                                  | TypeScript JSX     |         99 |          0 |         16 |        115 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\_components\ForecastPageClient.tsx                                         | TypeScript JSX     |        360 |          6 |         15 |        381 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\loading.tsx                                                                | TypeScript JSX     |         31 |          4 |          6 |         41 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\page.tsx                                                                   | TypeScript JSX     |         21 |          0 |          5 |         26 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\layout.tsx                                                                          | TypeScript JSX     |         40 |         11 |          5 |         56 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\_components\MapPageClient.tsx                                                   | TypeScript JSX     |        141 |          7 |         17 |        165 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\loading.tsx                                                                     | TypeScript JSX     |         18 |          3 |          4 |         25 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\page.tsx                                                                        | TypeScript JSX     |         78 |          3 |         11 |         92 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\users\page.tsx                                                                      | TypeScript JSX     |        434 |          8 |         30 |        472 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\readings-chart.tsx                                       | TypeScript JSX     |        173 |          3 |         12 |        188 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\water-drop-gauge.tsx                                     | TypeScript JSX     |         91 |          4 |         14 |        109 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\well-alerts.tsx                                          | TypeScript JSX     |         79 |          0 |          5 |         84 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\loading.tsx                                                          | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\page.tsx                                                             | TypeScript JSX     |        129 |          7 |         16 |        152 |
| c:\Users\dell\Documents\AqwaValley\src\app\_actions\auth.ts                                                                          | TypeScript         |         29 |         13 |          8 |         50 |
| c:\Users\dell\Documents\AqwaValley\src\app\_actions\crops.ts                                                                         | TypeScript         |         81 |          4 |         12 |         97 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\AssistLoopLoader.tsx                                                          | TypeScript JSX     |         28 |          0 |          7 |         35 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\NavigationProgressBar.tsx                                                     | TypeScript JSX     |         19 |          2 |          2 |         23 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\PageTransition.tsx                                                            | TypeScript JSX     |         19 |          1 |          3 |         23 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Badge.tsx                                                                  | TypeScript JSX     |         29 |          0 |          3 |         32 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Button.tsx                                                                 | TypeScript JSX     |         33 |          0 |          3 |         36 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Card.tsx                                                                   | TypeScript JSX     |         55 |          0 |          9 |         64 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\KpiCardGrid.tsx                                                            | TypeScript JSX     |         36 |          0 |          3 |         39 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Skeleton.tsx                                                               | TypeScript JSX     |         13 |          0 |          2 |         15 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\leaflet-map.tsx                                                            | TypeScript JSX     |        154 |          5 |         24 |        183 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\auth\LoginForm.tsx                                                            | TypeScript JSX     |        158 |         12 |         11 |        181 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\DashboardHeader.tsx                                                   | TypeScript JSX     |         18 |          0 |          2 |         20 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\FarmSidebar.tsx                                                       | TypeScript JSX     |         76 |          0 |          9 |         85 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Govsidebar.tsx                                                        | TypeScript JSX     |        108 |          3 |         16 |        127 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Navitem.tsx                                                           | TypeScript JSX     |         29 |          0 |          4 |         33 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\NotificationDropdown.tsx                                              | TypeScript JSX     |        147 |          8 |         16 |        171 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\ScrollReset.tsx                                                       | TypeScript JSX     |         11 |          1 |          4 |         16 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\SidebarProvider.tsx                                                   | TypeScript JSX     |         28 |          1 |          9 |         38 |
| c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Topbar.tsx                                                            | TypeScript JSX     |        199 |         18 |         18 |        235 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\admin\cron-runs\route.ts                                                              | TypeScript         |        135 |          0 |         16 |        151 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\admin\mock-ingest\route.ts                                                            | TypeScript         |         90 |          3 |         16 |        109 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\auth\[...all]\route.ts                                                                | TypeScript         |          3 |          0 |          3 |          6 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\cron\aquifer-forecast\route.ts                                                        | TypeScript         |         96 |          0 |         14 |        110 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\cron\dispatch-emails\route.ts                                                         | TypeScript         |        157 |         24 |         33 |        214 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-irrigation-queue\route.ts                                                | TypeScript         |         84 |          0 |         14 |         98 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-report-jobs\route.ts                                                     | TypeScript         |         64 |          0 |         13 |         77 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\cron\simulate-ingest\route.ts                                                         | TypeScript         |        197 |          0 |         28 |        225 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\email\webhook\route.ts                                                                | TypeScript         |        147 |         27 |         28 |        202 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\health\route.ts                                                                       | TypeScript         |         38 |          2 |          8 |         48 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\reports\download\[artifactId]\route.ts                                                | TypeScript         |        101 |          0 |         19 |        120 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\sensors\ingest\route.ts                                                               | TypeScript         |         89 |          8 |         18 |        115 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\sentry-example-api\route.ts                                                           | TypeScript         |         29 |          8 |          5 |         42 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\trpc\[trpc]\route.ts                                                                  | TypeScript         |         26 |          4 |          5 |         35 |
| c:\Users\dell\Documents\AqwaValley\src\app\api\wells\[id]\metrics\route.ts                                                           | TypeScript         |        166 |          3 |         22 |        191 |
| c:\Users\dell\Documents\AqwaValley\src\app\global-error.tsx                                                                          | TypeScript JSX     |         20 |          4 |          4 |         28 |
| c:\Users\dell\Documents\AqwaValley\src\app\layout.tsx                                                                                | TypeScript JSX     |         33 |          0 |          6 |         39 |
| c:\Users\dell\Documents\AqwaValley\src\app\page.tsx                                                                                  | TypeScript JSX     |         17 |         12 |          5 |         34 |
| c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\head.tsx                                                              | TypeScript JSX     |          8 |          0 |          1 |          9 |
| c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\page.tsx                                                              | TypeScript JSX     |        234 |          3 |         11 |        248 |
| c:\Users\dell\Documents\AqwaValley\src\app\set-password\page.tsx                                                                     | TypeScript JSX     |        256 |          9 |         22 |        287 |
| c:\Users\dell\Documents\AqwaValley\src\env.js                                                                                        | JavaScript         |        121 |         28 |          7 |        156 |
| c:\Users\dell\Documents\AqwaValley\src\instrumentation-client.ts                                                                     | TypeScript         |         11 |         12 |          9 |         32 |
| c:\Users\dell\Documents\AqwaValley\src\instrumentation.ts                                                                            | TypeScript         |         10 |          0 |          4 |         14 |
| c:\Users\dell\Documents\AqwaValley\src\lib\apiKeyAuth.ts                                                                             | TypeScript         |         46 |         20 |         13 |         79 |
| c:\Users\dell\Documents\AqwaValley\src\lib\cronAuth.ts                                                                               | TypeScript         |         42 |          0 |         10 |         52 |
| c:\Users\dell\Documents\AqwaValley\src\lib\hooks.ts                                                                                  | TypeScript         |         28 |          8 |          8 |         44 |
| c:\Users\dell\Documents\AqwaValley\src\lib\logger.ts                                                                                 | TypeScript         |         15 |          2 |          5 |         22 |
| c:\Users\dell\Documents\AqwaValley\src\lib\national-id.ts                                                                            | TypeScript         |         24 |          0 |          6 |         30 |
| c:\Users\dell\Documents\AqwaValley\src\lib\types.ts                                                                                  | TypeScript         |         12 |         12 |          3 |         27 |
| c:\Users\dell\Documents\AqwaValley\src\lib\use-count-up.ts                                                                           | TypeScript         |         26 |          0 |          9 |         35 |
| c:\Users\dell\Documents\AqwaValley\src\lib\utils.ts                                                                                  | TypeScript         |        108 |         12 |         21 |        141 |
| c:\Users\dell\Documents\AqwaValley\src\server\ai\openrouter-client.ts                                                                | TypeScript         |        146 |         72 |         28 |        246 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\root.ts                                                                            | TypeScript         |         25 |         13 |          5 |         43 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\alerts.ts                                                                  | TypeScript         |        236 |         24 |         33 |        293 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\analytics.ts                                                               | TypeScript         |        244 |         11 |         16 |        271 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\forecast.ts                                                                | TypeScript         |         43 |          2 |          7 |         52 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-api-docs.md                                                     | Markdown           |        117 |          0 |         32 |        149 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-frontend-integration.md                                         | Markdown           |        182 |          0 |         84 |        266 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation.ts                                                              | TypeScript         |        410 |         53 |         73 |        536 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\post.ts                                                                    | TypeScript         |         11 |          4 |          3 |         18 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\quotas.ts                                                                  | TypeScript         |        552 |          0 |         56 |        608 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\reports.ts                                                                 | TypeScript         |        204 |          0 |         29 |        233 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\sensors.ts                                                                 | TypeScript         |        205 |         25 |         33 |        263 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\users.ts                                                                   | TypeScript         |        623 |        129 |        104 |        856 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\weather.ts                                                                 | TypeScript         |         98 |          4 |         15 |        117 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\routers\wells.ts                                                                   | TypeScript         |        285 |         27 |         42 |        354 |
| c:\Users\dell\Documents\AqwaValley\src\server\api\trpc.ts                                                                            | TypeScript         |        117 |         75 |         20 |        212 |
| c:\Users\dell\Documents\AqwaValley\src\server\better-auth\client.ts                                                                  | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\dell\Documents\AqwaValley\src\server\better-auth\config.ts                                                                  | TypeScript         |         36 |          0 |          4 |         40 |
| c:\Users\dell\Documents\AqwaValley\src\server\better-auth\index.ts                                                                   | TypeScript         |          1 |          0 |          1 |          2 |
| c:\Users\dell\Documents\AqwaValley\src\server\better-auth\server.ts                                                                  | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\dell\Documents\AqwaValley\src\server\db\index.ts                                                                            | TypeScript         |         19 |          7 |         10 |         36 |
| c:\Users\dell\Documents\AqwaValley\src\server\db\schema.ts                                                                           | TypeScript         |      2,015 |        190 |        133 |      2,338 |
| c:\Users\dell\Documents\AqwaValley\src\server\db\seed.ts                                                                             | TypeScript         |        130 |         10 |         24 |        164 |
| c:\Users\dell\Documents\AqwaValley\src\server\lib\abac.ts                                                                            | TypeScript         |        144 |         30 |         26 |        200 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\alertEvalService.ts                                                           | TypeScript         |         64 |          6 |         10 |         80 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\AuditingEmailTransport.ts                                               | TypeScript         |         66 |         30 |         12 |        108 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\EmailService.ts                                                         | TypeScript         |        158 |         29 |         26 |        213 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\NodeMailerTransport.ts                                                  | TypeScript         |         87 |         11 |         18 |        116 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\NullTransport.ts                                                        | TypeScript         |         30 |         17 |          9 |         56 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\interfaces.ts                                                           | TypeScript         |         55 |         19 |         11 |         85 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\farm-scope-grant.html                                         | HTML               |         74 |          0 |          6 |         80 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-changed.html                                         | HTML               |         88 |          0 |          6 |         94 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-reset.html                                           | HTML               |        130 |          0 |          9 |        139 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\welcome-invitation.html                                       | HTML               |        165 |          7 |          8 |        180 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecastService.ts                                                            | TypeScript         |        125 |          7 |         19 |        151 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\ForecastRunFactory.ts                                                | TypeScript         |         52 |          0 |          6 |         58 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\ForecastRunOrchestrator.ts                                           | TypeScript         |        278 |          0 |         33 |        311 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\HistoricalDataLoader.ts                                              | TypeScript         |         38 |          0 |          5 |         43 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\CEDAREAdapter.ts                                            | TypeScript         |         35 |          0 |          7 |         42 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\DataSourceAdapter.ts                                        | TypeScript         |         21 |          0 |          5 |         26 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\PostgresAdapter.ts                                          | TypeScript         |         91 |          0 |         14 |        105 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\TimescaleAdapter.ts                                         | TypeScript         |         29 |          0 |          6 |         35 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\FeaturePipeline.ts                                              | TypeScript         |        118 |          1 |         20 |        139 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\LinearRegressionTrainer.ts                                      | TypeScript         |        103 |          0 |         18 |        121 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\BootstrapIntervalEstimator.ts                          | TypeScript         |         84 |          0 |         17 |        101 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\ClosedFormIntervalEstimator.ts                         | TypeScript         |         45 |          0 |         10 |         55 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\IIntervalEstimator.ts                                  | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\IntervalEstimatorSelector.ts                           | TypeScript         |         25 |          0 |          4 |         29 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\pipeline\handlers.ts                                            | TypeScript         |        250 |          7 |         39 |        296 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\IPlausibilityRule.ts                               | TypeScript         |         28 |          3 |          4 |         35 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\PhysicalPlausibilityValidator.ts                   | TypeScript         |         30 |          0 |          6 |         36 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\rules\V0PlausibilityRules.ts                       | TypeScript         |        136 |          0 |         20 |        156 |
| c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\risk\IRiskEvaluator.ts                                          | TypeScript         |         27 |          0 |          6 |         33 |
